Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
1922,25.68,38.71,1001.43,98.87,179,0.14,0.12
1924,25.66,37.88,1001.41,99.05,176,0.14,0.12
1926,25.66,37.57,1001.39,99.18,175,0.14,0.12
1928,25.64,37.43,1001.40,99.15,176,0.14,0.12
1930,25.65,38.29,1001.40,99.10,170,0.14,0.11
1932,25.63,37.90,1001.42,98.99,180,0.15,0.12
1934,25.63,37.94,1001.40,99.16,172,0.14,0.11
1936,25.64,38.10,1001.40,99.12,176,0.14,0.12
1938,25.65,38.22,1001.41,99.07,175,0.14,0.12
1940,25.65,38.28,1001.41,99.05,177,0.14,0.12
1942,25.65,37.86,1001.41,99.06,176,0.14,0.12
1945,25.65,38.02,1001.38,99.26,179,0.14,0.12
1947,25.66,38.20,1001.42,98.98,181,0.15,0.12
1949,25.71,40.73,1001.41,99.02,176,0.14,0.12
1951,25.74,41.03,1001.42,98.95,177,0.14,0.12
1953,25.73,39.63,1001.39,99.23,178,0.14,0.12
1955,25.71,38.83,1001.43,98.89,180,0.15,0.12
1957,25.73,39.02,1001.41,99.02,180,0.15,0.12
1959,25.72,39.00,1001.38,99.26,182,0.15,0.12
1961,25.71,38.08,1001.40,99.14,178,0.14,0.12
1963,25.70,37.88,1001.38,99.33,194,0.16,0.13
1965,25.72,39.79,1001.42,98.94,180,0.15,0.12
1967,25.74,39.24,1001.39,99.20,176,0.14,0.12
1969,25.74,38.63,1001.39,99.26,180,0.15,0.12
1971,25.73,38.25,1001.37,99.38,177,0.14,0.12
1973,25.73,38.20,1001.42,99.00,176,0.14,0.12
1975,25.76,40.34,1001.39,99.21,181,0.15,0.12
1977,25.74,39.15,1001.37,99.39,176,0.14,0.12
1979,25.73,38.95,1001.39,99.25,177,0.14,0.12
1981,25.73,38.66,1001.41,99.05,182,0.15,0.12
1983,25.72,38.18,1001.40,99.09,178,0.14,0.12
1985,25.71,37.99,1001.40,99.16,178,0.14,0.12
1987,25.71,37.78,1001.39,99.19,178,0.14,0.12
1989,25.69,37.51,1001.38,99.34,176,0.14,0.12
1991,25.70,37.50,1001.41,99.03,176,0.14,0.12
1993,25.69,37.53,1001.37,99.34,176,0.14,0.12
1995,25.68,37.44,1001.40,99.14,177,0.14,0.12
1998,25.69,37.30,1001.41,99.02,177,0.14,0.12
2000,25.69,37.18,1001.44,98.82,174,0.14,0.11
2002,25.69,37.19,1001.40,98.97,176,0.14,0.12
2004,25.69,38.46,1001.43,98.90,176,0.14,0.12
2006,25.71,38.93,1001.41,99.02,195,0.16,0.13
2008,25.73,39.80,1001.46,98.60,180,0.15,0.12
2010,25.74,39.39,1001.43,98.91,181,0.15,0.12
2012,25.74,38.72,1001.44,98.79,180,0.15,0.12
2014,25.72,38.28,1001.40,99.13,179,0.14,0.12
2016,25.71,37.93,1001.43,98.89,181,0.15,0.12
2018,25.71,37.72,1001.42,99.00,182,0.15,0.12
2020,25.71,37.74,1001.45,98.75,177,0.14,0.12
2022,25.71,37.73,1001.43,98.85,176,0.14,0.12
2024,25.71,37.72,1001.42,98.98,176,0.14,0.12
2026,25.70,37.63,1001.42,98.99,176,0.14,0.12
2028,25.71,37.58,1001.42,98.93,158,0.13,0.10
2030,25.72,37.78,1001.42,98.99,176,0.14,0.12
2032,25.73,37.95,1001.43,98.91,175,0.14,0.12
2034,25.73,37.81,1001.41,99.04,172,0.14,0.11
2036,25.75,37.72,1001.43,98.87,176,0.14,0.12
2038,25.75,37.51,1001.41,99.05,175,0.14,0.12
2040,25.74,37.35,1001.42,98.96,172,0.14,0.11
2042,25.74,37.31,1001.43,98.85,176,0.14,0.12
2044,25.72,37.34,1001.43,98.88,173,0.14,0.11
2046,25.71,37.28,1001.45,98.71,176,0.14,0.12
2049,25.73,37.78,1001.47,98.57,176,0.14,0.12
2051,25.75,38.12,1001.48,98.42,167,0.13,0.11
2053,25.76,38.38,1001.47,98.53,176,0.14,0.12
2055,25.77,38.55,1001.47,98.55,176,0.14,0.12
2057,25.75,38.48,1001.49,98.37,181,0.15,0.12
2059,25.74,38.00,1001.47,98.51,176,0.14,0.12
2061,25.74,37.75,1001.46,98.63,174,0.14,0.11
2063,25.73,37.64,1001.46,98.64,176,0.14,0.12
2065,25.73,37.50,1001.45,98.68,173,0.14,0.11
2067,25.72,37.39,1001.47,98.54,173,0.14,0.11
2069,25.71,37.30,1001.45,98.72,176,0.14,0.12
2071,25.72,37.33,1001.48,98.46,170,0.14,0.11
2073,25.72,37.35,1001.45,98.68,175,0.14,0.12
2075,25.71,37.33,1001.44,98.75,176,0.14,0.12
2077,25.70,37.25,1001.45,98.69,174,0.14,0.11
2079,25.71,37.32,1001.47,98.55,172,0.14,0.11
2081,25.69,37.18,1001.48,98.47,176,0.14,0.12
2083,25.69,37.09,1001.50,98.29,176,0.14,0.12
2085,25.68,37.15,1001.46,98.59,158,0.13,0.10
2087,25.71,37.21,1001.49,98.36,173,0.14,0.11
2089,25.71,37.23,1001.47,98.54,173,0.14,0.11
2091,25.71,37.23,1001.48,98.46,175,0.14,0.12
2093,25.72,37.29,1001.43,98.84,175,0.14,0.12
2095,25.72,37.30,1001.45,98.72,171,0.14,0.11
2097,25.71,37.31,1001.45,98.69,173,0.14,0.11
2100,25.71,37.19,1001.46,98.65,172,0.14,0.11
2102,25.71,37.05,1001.46,98.63,174,0.14,0.11
2104,25.71,37.00,1001.48,98.47,167,0.13,0.11
2106,25.73,38.72,1001.45,98.70,176,0.14,0.12
2108,25.76,39.95,1001.48,98.45,176,0.14,0.12
2110,25.77,39.56,1001.46,98.63,179,0.14,0.12
2112,25.77,39.04,1001.50,98.31,178,0.14,0.12
2114,25.77,38.40,1001.47,98.55,176,0.14,0.12
2116,25.77,38.29,1001.48,98.43,180,0.15,0.12
2118,25.77,38.27,1001.44,98.76,174,0.14,0.11
2120,25.78,38.39,1001.46,98.66,177,0.14,0.12
2122,25.77,38.29,1001.47,98.51,176,0.14,0.12
2124,25.76,38.08,1001.47,98.52,178,0.14,0.12
2126,25.74,37.90,1001.45,98.72,176,0.14,0.12
2128,25.73,37.78,1001.46,98.64,176,0.14,0.12
2130,25.72,37.53,1001.45,98.70,176,0.14,0.12
2132,25.71,37.44,1001.47,98.54,173,0.14,0.11
2134,25.70,37.35,1001.50,98.33,171,0.14,0.11
2136,25.70,37.12,1001.46,98.65,173,0.14,0.11
2138,25.70,37.03,1001.49,98.36,165,0.13,0.11
2140,25.69,37.01,1001.47,98.52,173,0.14,0.11
2142,25.70,37.11,1001.48,98.49,176,0.14,0.12
2144,25.72,37.32,1001.44,98.79,171,0.14,0.11
2146,25.73,37.29,1001.51,98.19,176,0.14,0.12
2148,25.73,37.27,1001.48,98.43,164,0.13,0.11
2150,25.72,37.42,1001.46,98.68,171,0.14,0.11
2153,25.73,37.46,1001.46,98.64,174,0.14,0.11
2155,25.74,37.51,1001.48,98.48,174,0.14,0.11
2157,25.75,37.55,1001.42,98.93,174,0.14,0.11
2159,25.75,37.58,1001.44,98.83,169,0.14,0.11
2161,25.76,37.62,1001.44,98.76,173,0.14,0.11
2163,25.76,37.63,1001.43,98.87,181,0.15,0.12
2165,25.76,37.56,1001.43,98.91,177,0.14,0.12
2167,25.75,37.66,1001.43,98.85,178,0.14,0.12
2169,25.75,37.42,1001.47,98.50,161,0.13,0.10
2171,25.74,37.32,1001.46,98.65,176,0.14,0.12
2173,25.73,37.24,1001.46,98.63,175,0.14,0.12
2175,25.72,37.20,1001.47,98.51,162,0.13,0.10
2177,25.72,37.17,1001.46,98.64,187,0.15,0.13
2179,25.73,37.21,1001.46,98.65,173,0.14,0.11
2181,25.73,37.31,1001.45,98.69,175,0.14,0.12
2183,25.72,37.43,1001.44,98.83,170,0.14,0.11
2185,25.74,37.46,1001.40,99.14,176,0.14,0.12
2187,25.72,37.32,1001.41,99.03,173,0.14,0.11
2189,25.72,37.16,1001.43,98.91,172,0.14,0.11
2191,25.73,37.10,1001.42,98.96,176,0.14,0.12
2193,25.73,37.15,1001.41,99.08,176,0.14,0.12
2195,25.74,37.16,1001.38,99.32,173,0.14,0.11
2197,25.74,37.13,1001.35,99.53,175,0.14,0.12
2199,25.75,37.08,1001.38,99.26,173,0.14,0.11
2201,25.75,37.16,1001.38,99.26,170,0.14,0.11
2204,25.76,37.21,1001.37,99.42,176,0.14,0.12
2206,25.75,37.45,1001.37,99.41,178,0.14,0.12
2208,25.74,37.28,1001.35,99.53,176,0.14,0.12
2210,25.74,37.13,1001.36,99.43,178,0.14,0.12
2212,25.74,37.16,1001.35,99.51,181,0.15,0.12
2214,25.75,37.40,1001.36,99.50,176,0.14,0.12
2216,25.75,37.40,1001.35,99.53,176,0.14,0.12
2218,25.74,37.37,1001.34,99.67,176,0.14,0.12
2220,25.73,37.39,1001.38,99.28,176,0.14,0.12
2222,25.72,37.25,1001.35,99.56,174,0.14,0.11
2224,25.72,37.25,1001.35,99.57,176,0.14,0.12
2226,25.71,37.10,1001.34,99.62,176,0.14,0.12
2228,25.72,37.24,1001.37,99.41,175,0.14,0.12
2230,25.72,37.33,1001.33,99.73,176,0.14,0.12
2232,25.71,37.42,1001.33,99.70,176,0.14,0.12
2234,25.71,37.43,1001.34,99.64,174,0.14,0.11
2236,25.72,37.25,1001.34,99.62,176,0.14,0.12
2238,25.72,37.15,1001.35,99.55,173,0.14,0.11
2240,25.72,37.20,1001.33,99.69,170,0.14,0.11
2242,25.73,37.29,1001.35,99.55,170,0.14,0.11
2244,25.74,37.35,1001.33,99.68,176,0.14,0.12
2246,25.74,37.36,1001.34,99.61,174,0.14,0.11
2248,25.75,37.49,1001.34,99.60,174,0.14,0.11
2250,25.75,37.42,1001.34,99.64,175,0.14,0.12
2252,25.76,37.34,1001.34,99.60,176,0.14,0.12
2254,25.75,37.27,1001.34,99.61,178,0.14,0.12
2257,25.75,37.42,1001.34,99.67,176,0.14,0.12
2259,25.76,37.52,1001.35,99.56,175,0.14,0.12
2261,25.76,37.44,1001.35,99.59,175,0.14,0.12
2263,25.76,37.35,1001.35,99.56,178,0.14,0.12
2265,25.76,37.25,1001.34,99.63,173,0.14,0.11
2267,25.76,37.19,1001.35,99.54,176,0.14,0.12
2269,25.77,38.26,1001.35,99.57,177,0.14,0.12
2271,25.78,38.70,1001.37,99.40,176,0.14,0.12
2273,25.77,38.04,1001.36,99.50,177,0.14,0.12
2275,25.76,37.75,1001.34,99.66,176,0.14,0.12
2277,25.76,38.46,1001.34,99.62,183,0.15,0.12
2279,25.77,38.35,1001.36,99.47,178,0.14,0.12
2281,25.78,38.05,1001.37,99.40,176,0.14,0.12
2283,25.77,37.73,1001.35,99.55,176,0.14,0.12
2285,25.76,37.44,1001.37,99.40,181,0.15,0.12
2287,25.76,37.36,1001.36,99.50,178,0.14,0.12
2289,25.75,37.59,1001.38,99.34,181,0.15,0.12
2291,25.75,37.56,1001.37,99.35,179,0.14,0.12
2293,25.73,37.45,1001.35,99.57,177,0.14,0.12
2295,25.72,37.39,1001.39,99.18,179,0.14,0.12
2297,25.71,37.37,1001.38,99.28,179,0.14,0.12
2299,25.70,37.26,1001.40,99.11,179,0.14,0.12
2301,25.69,37.30,1001.36,99.47,176,0.14,0.12
2303,25.69,37.27,1001.42,98.99,178,0.14,0.12
2305,25.69,37.30,1001.39,99.20,178,0.14,0.12
2308,25.68,37.37,1001.38,99.29,178,0.14,0.12
2310,25.69,38.02,1001.42,98.99,177,0.14,0.12
2312,25.71,38.74,1001.37,99.36,178,0.14,0.12
2314,25.73,38.38,1001.39,99.21,187,0.15,0.13
2316,25.71,37.94,1001.41,99.03,180,0.15,0.12
2318,25.71,37.76,1001.41,99.08,178,0.14,0.12
2320,25.73,37.65,1001.41,99.06,178,0.14,0.12
2322,25.74,38.62,1001.42,98.99,181,0.15,0.12
2324,25.76,39.77,1001.41,99.02,187,0.15,0.13
2326,25.75,38.48,1001.45,98.74,186,0.15,0.12
2328,25.73,37.85,1001.40,99.13,182,0.15,0.12
2330,25.72,37.65,1001.42,98.93,185,0.15,0.12
2332,25.71,37.67,1001.47,98.55,180,0.15,0.12
2334,25.71,37.59,1001.47,98.52,182,0.15,0.12
2336,25.73,39.25,1001.52,98.08,186,0.15,0.12
2338,25.71,38.64,1001.45,98.72,183,0.15,0.12
2340,25.72,38.95,1001.45,98.68,183,0.15,0.12
2342,25.70,38.28,1001.42,98.99,180,0.15,0.12
2344,25.70,37.88,1001.46,98.65,182,0.15,0.12
2346,25.70,37.71,1001.44,98.78,179,0.14,0.12
2348,25.70,37.59,1001.43,98.87,180,0.15,0.12
2350,25.69,37.54,1001.40,99.11,180,0.15,0.12
2352,25.71,38.89,1001.43,98.84,180,0.15,0.12
2354,25.71,38.92,1001.43,98.90,183,0.15,0.12
2356,25.71,38.17,1001.44,98.78,185,0.15,0.12
2358,25.70,37.82,1001.41,99.06,188,0.15,0.13
2361,25.70,37.76,1001.43,98.89,183,0.15,0.12
2363,25.69,37.74,1001.45,98.74,187,0.15,0.13
2365,25.70,37.79,1001.44,98.82,180,0.15,0.12
2367,25.70,37.67,1001.44,98.76,181,0.15,0.12
2369,25.69,37.62,1001.43,98.92,180,0.15,0.12
2371,25.68,37.61,1001.41,99.08,182,0.15,0.12
2373,25.68,37.63,1001.43,98.91,178,0.14,0.12
2375,25.68,37.65,1001.42,98.97,185,0.15,0.12
2377,25.67,37.52,1001.43,98.86,186,0.15,0.12
2379,25.66,37.52,1001.38,99.27,185,0.15,0.12
2381,25.65,37.45,1001.37,99.37,184,0.15,0.12
2383,25.67,37.59,1001.44,98.76,182,0.15,0.12
2385,25.65,37.57,1001.42,98.95,177,0.14,0.12
2387,25.66,37.33,1001.45,98.69,182,0.15,0.12
2389,25.65,37.40,1001.43,98.85,178,0.14,0.12
2391,25.65,37.47,1001.43,98.86,179,0.14,0.12
2393,25.65,37.53,1001.43,98.84,178,0.14,0.12
2395,25.64,37.45,1001.44,98.78,176,0.14,0.12
2397,25.64,37.56,1001.44,98.79,182,0.15,0.12
2399,25.64,37.63,1001.43,98.86,178,0.14,0.12
2401,25.64,37.71,1001.44,98.83,178,0.14,0.12
2403,25.64,37.68,1001.39,99.25,178,0.14,0.12
2405,25.65,37.62,1001.44,98.76,179,0.14,0.12
2407,25.66,37.97,1001.43,98.84,176,0.14,0.12
2409,25.66,38.00,1001.41,99.01,179,0.14,0.12
2411,25.66,37.87,1001.41,99.05,179,0.14,0.12
2414,25.67,37.79,1001.39,99.22,183,0.15,0.12
2416,25.66,37.59,1001.40,99.10,176,0.14,0.12
2418,25.67,37.52,1001.39,99.18,179,0.14,0.12
2420,25.67,37.55,1001.41,99.02,178,0.14,0.12
2422,25.66,37.56,1001.40,99.11,171,0.14,0.11
2424,25.66,37.53,1001.39,99.18,173,0.14,0.11
2426,25.67,37.55,1001.38,99.29,170,0.14,0.11
2428,25.69,37.74,1001.37,99.39,169,0.14,0.11
2430,25.70,37.89,1001.38,99.29,171,0.14,0.11
2432,25.72,37.88,1001.40,99.14,182,0.15,0.12
2434,25.72,37.80,1001.37,99.38,188,0.15,0.13
2436,25.72,37.56,1001.36,99.50,185,0.15,0.12
2438,25.73,37.52,1001.36,99.45,181,0.15,0.12
2440,25.74,37.63,1001.38,99.27,187,0.15,0.13
2442,25.74,37.53,1001.37,99.34,183,0.15,0.12
2444,25.73,37.44,1001.39,99.25,181,0.15,0.12
2446,25.73,37.48,1001.38,99.29,180,0.15,0.12
2448,25.73,37.48,1001.38,99.29,179,0.14,0.12
2450,25.73,37.47,1001.38,99.32,182,0.15,0.12
2452,25.73,37.50,1001.40,99.10,179,0.14,0.12
2454,25.74,37.45,1001.34,99.60,179,0.14,0.12
2456,25.74,37.51,1001.38,99.32,180,0.15,0.12
2458,25.74,37.55,1001.38,99.33,182,0.15,0.12
2460,25.75,37.55,1001.37,99.39,182,0.15,0.12
2462,25.74,37.49,1001.40,99.10,182,0.15,0.12
2465,25.74,37.38,1001.36,99.45,181,0.15,0.12
2467,25.73,37.37,1001.38,99.31,180,0.15,0.12
2469,25.73,37.37,1001.39,99.25,180,0.15,0.12
2471,25.73,37.38,1001.33,99.71,183,0.15,0.12
2473,25.73,37.36,1001.35,99.56,179,0.14,0.12
2475,25.73,37.29,1001.37,99.39,181,0.15,0.12
2477,25.73,37.25,1001.38,99.32,187,0.15,0.13
2479,25.74,37.37,1001.38,99.32,180,0.15,0.12
2481,25.74,37.43,1001.35,99.51,183,0.15,0.12
2483,25.74,37.33,1001.37,99.35,187,0.15,0.13
2485,25.74,37.28,1001.38,99.28,177,0.14,0.12
2487,25.74,37.23,1001.38,99.31,180,0.15,0.12
2489,25.75,37.28,1001.37,99.37,181,0.15,0.12
2491,25.76,37.21,1001.38,99.29,182,0.15,0.12
2493,25.76,37.18,1001.36,99.48,177,0.14,0.12
2495,25.76,37.27,1001.35,99.51,180,0.15,0.12
2497,25.76,37.32,1001.35,99.55,180,0.15,0.12
2499,25.74,37.27,1001.36,99.50,178,0.14,0.12
2501,25.73,37.46,1001.33,99.69,181,0.15,0.12
2503,25.74,38.03,1001.35,99.53,177,0.14,0.12
2505,25.74,38.06,1001.36,99.46,182,0.15,0.12
2507,25.74,37.86,1001.31,99.88,177,0.14,0.12
2509,25.76,37.77,1001.35,99.53,178,0.14,0.12
2511,25.75,37.65,1001.34,99.67,180,0.15,0.12
2513,25.76,37.56,1001.35,99.57,179,0.14,0.12
2515,25.79,38.82,1001.35,99.54,187,0.15,0.13
2518,25.84,39.04,1001.36,99.43,180,0.15,0.12
2520,25.86,38.64,1001.37,99.38,180,0.15,0.12
2522,25.88,38.92,1001.37,99.36,179,0.14,0.12
2524,25.89,39.01,1001.37,99.37,181,0.15,0.12
2526,25.90,38.91,1001.36,99.49,181,0.15,0.12
2528,25.90,38.43,1001.33,99.75,183,0.15,0.12
2530,25.90,38.21,1001.36,99.59,179,0.14,0.12
2532,25.90,37.86,1001.35,99.51,186,0.15,0.12
2534,25.88,37.59,1001.34,99.59,181,0.15,0.12
2536,25.85,37.63,1001.37,99.41,186,0.15,0.12
2538,25.84,37.64,1001.34,99.66,186,0.15,0.12
2540,25.84,37.68,1001.34,99.61,183,0.15,0.12
2542,25.84,37.59,1001.34,99.60,180,0.15,0.12
2544,25.83,37.50,1001.35,99.54,182,0.15,0.12
2546,25.83,37.46,1001.35,99.55,182,0.15,0.12
2548,25.84,37.71,1001.37,99.38,179,0.14,0.12
2550,25.83,37.59,1001.33,99.72,183,0.15,0.12
2552,25.84,37.95,1001.34,99.61,178,0.14,0.12
2554,25.82,37.60,1001.35,99.56,179,0.14,0.12
2556,25.82,37.44,1001.36,99.50,176,0.14,0.12
2558,25.81,37.56,1001.34,99.62,180,0.15,0.12
2560,25.80,37.28,1001.33,99.70,183,0.15,0.12
2562,25.80,37.19,1001.34,99.66,186,0.15,0.12
2564,25.80,37.27,1001.36,99.48,181,0.15,0.12
2566,25.80,37.13,1001.35,99.54,176,0.14,0.12
2569,25.81,37.10,1001.34,99.62,176,0.14,0.12
2571,25.80,37.09,1001.36,99.47,173,0.14,0.11
2573,25.81,37.08,1001.35,99.53,176,0.14,0.12
2575,25.83,37.03,1001.38,99.31,177,0.14,0.12
2577,25.82,36.90,1001.35,99.56,176,0.14,0.12
2579,25.82,36.82,1001.33,99.72,178,0.14,0.12
2581,25.83,37.05,1001.36,99.46,176,0.14,0.12
2583,25.84,37.22,1001.37,99.41,176,0.14,0.12
2585,25.85,37.14,1001.37,99.39,174,0.14,0.11
2587,25.85,37.09,1001.36,99.48,177,0.14,0.12
2589,25.86,37.24,1001.37,99.37,175,0.14,0.12
2591,25.88,37.27,1001.39,99.24,176,0.14,0.12
2593,25.86,36.95,1001.37,99.42,176,0.14,0.12
2595,25.86,36.94,1001.35,99.53,176,0.14,0.12
2597,25.87,37.66,1001.38,99.30,177,0.14,0.12
2599,25.88,38.12,1001.37,99.40,176,0.14,0.12
2601,25.88,37.77,1001.40,99.12,177,0.14,0.12
2603,25.88,37.45,1001.39,99.25,176,0.14,0.12
2605,25.88,37.29,1001.36,99.46,176,0.14,0.12
2607,25.89,37.35,1001.34,99.64,176,0.14,0.12
2609,25.89,37.49,1001.35,99.57,177,0.14,0.12
2611,25.89,37.42,1001.33,99.69,177,0.14,0.12
2613,25.90,37.61,1001.36,99.47,178,0.14,0.12
2615,25.91,37.74,1001.31,99.86,175,0.14,0.12
2617,25.92,37.54,1001.37,99.41,176,0.14,0.12
2619,25.92,37.48,1001.34,99.67,176,0.14,0.12
2622,25.92,37.53,1001.37,99.42,177,0.14,0.12
2624,25.93,37.54,1001.35,99.58,176,0.14,0.12
2626,25.93,37.45,1001.35,99.52,176,0.14,0.12
2628,25.94,37.47,1001.35,99.56,177,0.14,0.12
2630,25.93,37.67,1001.36,99.48,177,0.14,0.12
2632,25.94,37.83,1001.31,99.91,176,0.14,0.12
2634,25.96,37.69,1001.35,99.54,176,0.14,0.12
2636,25.96,37.55,1001.35,99.58,176,0.14,0.12
2638,25.98,37.66,1001.31,99.88,157,0.13,0.10
2640,25.99,38.52,1001.33,99.74,279,0.22,0.21
2642,25.98,37.65,1001.34,99.60,267,0.22,0.20
2644,26.01,41.03,1001.33,99.70,259,0.21,0.19
0,24.22,47.00,1001.09,101.76,149,0.12,0.09
2,24.26,50.17,1001.09,101.77,163,0.13,0.11
4,24.27,46.41,1001.11,101.57,158,0.13,0.10
6,24.28,44.22,1001.12,101.45,151,0.12,0.10
8,24.39,45.63,1001.15,101.22,131,0.11,0.08
10,25.39,55.83,1001.20,100.82,144,0.12,0.09
12,25.22,45.25,1001.13,101.43,144,0.12,0.09
14,25.58,42.28,1001.13,101.44,143,0.12,0.09
16,25.89,40.46,1001.17,101.03,144,0.12,0.09
18,26.21,39.47,1001.18,101.00,137,0.11,0.08
20,26.50,39.17,1001.17,101.08,144,0.12,0.09
22,26.80,38.29,1001.18,100.98,144,0.12,0.09
0,26.92,6.23,1000.89,103.44,107,0.09,0.06
2,26.88,6.28,1000.95,102.94,112,0.09,0.06
4,26.86,6.31,1000.97,102.79,108,0.09,0.06
0,26.03,10.93,1001.04,102.17,123,0.10,0.07
2,26.02,9.41,1001.04,102.15,158,0.13,0.10
4,26.01,9.02,1001.00,102.46,293,0.24,0.23
6,25.99,8.44,1000.99,102.57,304,0.24,0.24
8,26.44,8.47,1000.99,102.58,307,0.25,0.24
10,26.86,7.97,1001.00,102.51,303,0.24,0.24
12,27.14,7.24,1000.95,102.92,304,0.24,0.24
14,27.38,6.84,1000.92,103.20,302,0.24,0.24
16,27.59,6.52,1000.97,102.73,303,0.24,0.24
18,27.80,6.27,1000.93,103.05,304,0.24,0.24
20,27.98,5.89,1000.96,102.79,303,0.24,0.24
22,28.20,5.54,1000.96,102.79,304,0.24,0.24
24,28.43,5.34,1000.96,102.81,304,0.24,0.24
26,28.61,5.22,1000.96,102.85,304,0.24,0.24
28,28.80,5.06,1000.96,102.86,304,0.24,0.24
30,28.99,4.93,1000.99,102.57,305,0.25,0.24
32,29.21,4.93,1000.96,102.80,304,0.24,0.24
34,29.49,4.77,1000.96,103.03,302,0.24,0.24
36,29.71,4.51,1001.01,102.40,307,0.25,0.24
38,29.90,4.32,1000.98,102.66,303,0.24,0.24
40,30.08,4.13,1001.02,102.30,304,0.24,0.24
42,30.26,4.04,1000.98,102.65,306,0.25,0.24
44,30.43,3.90,1000.99,102.58,305,0.25,0.24
46,30.63,3.88,1000.99,102.60,304,0.24,0.24
48,30.94,3.66,1001.01,102.44,304,0.24,0.24
51,31.12,3.16,1001.00,102.45,310,0.25,0.25
53,31.22,3.37,1001.01,102.41,307,0.25,0.24
55,31.44,3.26,1000.94,103.03,307,0.25,0.24
57,31.62,2.99,1000.92,103.21,305,0.25,0.24
59,31.74,2.98,1000.91,103.21,305,0.25,0.24
61,31.89,2.87,1000.93,103.06,305,0.25,0.24
63,32.03,2.69,1000.97,102.79,309,0.25,0.25
65,32.22,2.57,1000.96,102.82,314,0.25,0.25
67,32.38,2.43,1000.95,102.88,302,0.24,0.24
69,32.46,2.34,1000.95,102.93,304,0.24,0.24
71,32.52,2.26,1000.94,102.97,317,0.26,0.25
73,32.53,2.25,1000.95,102.88,309,0.25,0.25
75,32.56,2.15,1000.94,103.04,306,0.25,0.24
77,32.53,2.17,1000.95,102.90,304,0.24,0.24
79,32.57,2.14,1000.97,102.73,289,0.23,0.22
81,32.69,2.04,1000.95,102.91,303,0.24,0.24
83,32.78,1.90,1000.96,102.87,306,0.25,0.24
85,32.86,1.84,1000.95,102.87,307,0.25,0.24
87,33.00,1.79,1000.94,102.99,310,0.25,0.25
89,33.21,1.77,1000.95,102.95,306,0.25,0.24
91,33.35,1.59,1000.91,103.23,305,0.25,0.24
93,33.47,1.43,1000.98,102.65,315,0.25,0.25
95,33.58,1.30,1000.98,102.64,304,0.24,0.24
97,33.71,1.23,1000.93,103.07,304,0.24,0.24
99,33.79,1.25,1000.95,102.89,314,0.25,0.25
101,33.92,1.20,1000.94,102.99,306,0.25,0.24
104,34.11,1.11,1000.98,102.67,305,0.25,0.24
106,34.24,1.01,1000.95,102.88,304,0.24,0.24
108,34.22,1.29,1000.97,102.76,309,0.25,0.25
110,33.80,1.52,1000.95,102.93,308,0.25,0.24
112,33.49,1.44,1000.98,102.70,304,0.24,0.24
114,33.15,1.50,1000.96,102.82,306,0.25,0.24
116,32.87,1.60,1000.95,102.93,305,0.25,0.24
118,32.60,1.71,1000.98,102.65,305,0.25,0.24
120,32.40,1.82,1000.99,102.57,308,0.25,0.24
122,32.24,1.83,1000.94,102.98,309,0.25,0.25
124,32.10,2.06,1000.96,102.81,304,0.24,0.24
126,31.98,2.15,1000.96,102.82,298,0.24,0.23
128,31.84,2.31,1000.95,102.91,304,0.24,0.24
130,31.72,2.48,1000.93,103.06,307,0.25,0.24
132,31.59,2.54,1000.92,103.16,307,0.25,0.24
134,31.47,2.48,1000.92,103.14,311,0.25,0.25
136,31.32,2.33,1000.99,102.57,310,0.25,0.25
138,31.23,2.49,1000.98,102.64,309,0.25,0.25
140,31.09,2.56,1000.96,102.81,304,0.24,0.24
142,30.97,2.75,1000.96,102.82,309,0.25,0.25
144,30.92,2.77,1000.97,102.72,305,0.25,0.24
146,30.83,2.83,1000.97,102.73,305,0.25,0.24
148,30.75,2.85,1000.99,102.61,305,0.25,0.24
150,30.66,2.90,1000.99,102.60,306,0.25,0.24
152,30.65,2.88,1001.00,102.50,304,0.24,0.24
154,30.56,2.85,1001.00,102.52,304,0.24,0.24
157,30.55,3.00,1000.95,102.95,295,0.24,0.23
159,30.57,3.04,1000.99,102.58,306,0.25,0.24
161,30.51,3.00,1000.97,102.73,315,0.25,0.25
163,30.41,3.07,1000.99,102.61,306,0.25,0.24
165,30.34,3.04,1001.01,102.42,304,0.24,0.24
167,30.23,3.15,1001.00,102.49,299,0.24,0.23
169,30.17,3.20,1000.99,102.56,303,0.24,0.24
171,30.14,3.26,1001.02,102.36,306,0.25,0.24
173,30.36,4.08,1001.00,102.51,290,0.23,0.23
175,30.98,3.96,1001.01,102.44,295,0.24,0.23
177,31.65,3.57,1000.96,102.83,287,0.23,0.22
179,32.23,2.72,1000.97,102.74,285,0.23,0.22
181,32.75,2.24,1001.00,102.47,293,0.24,0.23
183,33.25,1.94,1001.00,102.53,288,0.23,0.22
185,33.67,1.75,1000.98,102.69,286,0.23,0.22
187,34.01,1.60,1000.99,102.54,288,0.23,0.22
189,34.24,1.44,1000.99,102.61,288,0.23,0.22
191,34.41,1.40,1001.01,102.40,289,0.23,0.22
193,34.61,1.18,1001.05,102.07,288,0.23,0.22
195,34.86,1.01,1001.05,102.06,283,0.23,0.22
197,35.15,0.87,1001.11,101.58,288,0.23,0.22
